   RELATÓRIO DE EXTRAÇÃO


  tema   /   frase   /   repetições   /   sentença (texto original)
  dia  /  10 vigésimo terceiro dia sétimo mês despedir povo tenda alegre bom ânimo bem senhor feito davi salomão povo israel  /  1  /  10 e , no vigésimo terceiro dia do sétimo , mês , ele despediu o povo para as suas tendas , alegre e de bom ânimo pelo bem que o senhor tinha feito a davi e a salomão , e a seu povo israel
  dia  /  31 eis dia vir dizer senhor pacto novo casa israel casa judá 32 conforme pacto pai dia tomar mão terra egito pacto invalidar apesar haver desposado dizer senhor  /  1  /  31 eis que os dias vêm , diz o senhor , em que farei um pacto novo com a casa de israel e com a casa de judá , 32 não conforme o pacto que fiz com seus pais , no dia em que os tomei pela mão , para os tirar da terra do egito , esse meu pacto que eles invalidaram , apesar de eu os haver desposado , diz o senhor
  dia  /  15 solto quatro anjo haver preparado hora dia mês ano fim matar terço parte homem  /  1  /  15 e foram soltos os quatro anjos que haviam sido preparados para aquela hora e dia e mês e ano , a fim de matarem a terça parte dos homens
  dia  /  32 agora pois ó deus deus grande poderoso temível guarda pacto beneficência pouco conta todo aflição alcançar nó rei príncipe sacerdote profeta pai todo povo desde dia rei assírio dia hoje  /  2  /  32 agora , pois , ó nosso deus , deus grande , poderoso e temível , que guardas o pacto e a beneficência , não tenhas em pouca conta toda a aflição que nos alcançou a nós , a nossos reis , a nossos príncipes , a nossos sacerdotes , a nossos profetas , a nossos pais e a todo o teu povo , desde os dias dos reis da assíria até o dia de hoje
  dia  /  22 quer fossar dois dia quer mês quer tempo nuvem deter sobre tabernáculo enquanto ficar sobre filho israel permanecer acampar partir  /  1  /  22 quer fosse por dois dias , quer por um mês , quer por mais tempo , que a nuvem se detinha sobre o tabernáculo , enquanto ficava sobre ele os filhos de israel permaneciam acampados , e não partiam
  dia  /  16 aplicar coração conhecer sabedoria ver trabalho sobre terra pois homem dia noite conseguir dar sono olho 17 contemplar todo obra deus ver homem poder comprender obra debaixo sol  /  2  /  16 quando apliquei o meu coração a conhecer a sabedoria , e a ver o trabalho que se faz sobre a terra ( pois homens há que nem de dia nem de noite conseguem dar sono aos seus olhos ) , 17 então contemplei toda obra de deus , e vi que o homem não pode comprender a obra que se faz debaixo do sol
  casa  /  40 pois santo monte monte alto israel dizer senhor deus ali servir todo casa israel todo terra  /  1  /  40 pois no meu santo monte , no monte alto de israel , diz o senhor deus , ali me servirá toda a casa de israel , toda ela , na terra
  casa  /  31 eis dia vir dizer senhor pacto novo casa israel casa judá 32 conforme pacto pai dia tomar mão terra egito pacto invalidar apesar haver desposado dizer senhor  /  4  /  31 eis que os dias vêm , diz o senhor , em que farei um pacto novo com a casa de israel e com a casa de judá , 32 não conforme o pacto que fiz com seus pais , no dia em que os tomei pela mão , para os tirar da terra do egito , esse meu pacto que eles invalidaram , apesar de eu os haver desposado , diz o senhor
  casa  /  17 agora pois parecer bem rei buscar arquivo real ali babilônio ver verdade haver decreto rei ciro redificar casa deus jerusalém sobre rei saber vontade  /  1  /  17 agora , pois , se parece bem ao rei , busque-se nos arquivos reais , ali em babilônia , para ver se é verdade haver um decreto do rei ciro para se redificar esta casa de deus em jerusalém , e sobre isto nos faça o rei saber a sua vontade
  casa  /  5 sacerdote dagom nenhum todo entrar casa dagom pisar limiar dagom asdode dia hoje  /  1  /  5 pelo que nem os sacerdotes de dagom , nem nenhum de todos os que entram na casa de dagom , pisam o limiar de dagom em asdode , até o dia de hoje
  casa  /  4 todo remanescente lugar peregrino ajudado por+os homem lugar prata ouro bem animal afora oferta voluntário casa deus jerusalém  /  1  /  4 e todo remanescente , seja qual for o lugar em que é peregrino , seja ajudado pelos homens desse lugar com prata , com ouro , com bens e com animais , afora a oferta voluntária para a casa de deus , que está em jerusalém
  casa  /  17 enviar chefe casífia pus boca palavra dizer irmão netinins casífia trazer ministro casa deus  /  1  /  17 e os enviei a ido , chefe em casífia , e lhes pus na boca palavras para dizerem a ido e aos seus irmãos , os netinins , em casífia , que nos trouxessem ministros para a casa do nosso deus
  casa  /  10 fim vinte ano salomão edificar duas casa casa senhor casa rei 11 hirão rei tiro trazer salomão madeira cedro cipreste ouro segundo todo desejo dar rei salomão hirão vinte cidade terra galiléia  /  2  /  10 ao fim dos vinte anos em que salomão edificara as duas casas , a casa do senhor e a casa do rei , 11 como hirão , rei de tiro , trouxera a salomão madeira de cedro e de cipreste , e ouro segundo todo o seu desejo , deu o rei salomão a hirão vinte cidades na terra da galiléia
  casa  /  3 tomar jazanias filho jeremias filho habazínias irmão todo filho todo casa recabitas 4 introduzir casa senhor câmara filho hanã filho jigdalias homem deus junto câmara príncipe ficar sobre câmara maséias filho salum guarda vestíbulo  /  1  /  3 então tomei a jazanias , filho de jeremias , filho de habazínias , e a seus irmãos , e a todos os seus filhos , e a toda a casa dos recabitas , 4 e os introduzi na casa do senhor , na câmara dos filhos de hanã , filho de jigdalias , homem de deus , a qual estava junto à câmara dos príncipes que ficava sobre a câmara de maséias , filho de salum , guarda do vestíbulo
  casa  /  ato 10 1 homem cesaréia nome cornélio centurião corte chamado italiano 2 piedoso temente deus todo casa esmola povo contínuo orar deus 3 cerca hora nono dia ver claramente visão anjo deus dirigir dizer  /  5  /  atos 10 1 um homem em cesaréia , por nome cornélio , centurião da corte chamada italiana , 2 piedoso e temente a deus com toda a sua casa , e que fazia muitas esmolas ao povo e de contínuo orava a deus , 3 cerca da hora nona do dia , viu claramente em visão um anjo de deus , que se dirigia para ele e lhe dizia
  casa  /  29 caiar sobre cabeça joabe sobre todo casa pai nunca faltar casa joabe fluxo leproso ater bordão caiar espada necessitar pão  /  1  /  29 caia ele sobre a cabeça de joabe e sobre toda a casa de seu pai , e nunca falte na casa de joabe quem tenha fluxo , ou quem seja leproso , ou quem se atenha a bordão , ou quem caia à espada , ou quem necessite de pão
  casa  /  miquéias 4 1 último dia acontecer monte casa senhor estabelecido alto monte exalçar sobre outeiro concorrer povo  /  2  /  miquéias 4 1 mas nos últimos dias acontecerá que o monte da casa do senhor será estabelecido como o mais alto dos montes , e se exalçará sobre os outeiros , e a ele concorram os povos
  casa  /  6 encher casa casa todo servo casa todo egípcio nunca ver pai pai pai desde dia aparecer terra dia hoje  /  2  /  6 e encherão as tuas casas , as casas de todos os teus servos e as casas de todos os egípcios , como nunca viram teus pais nem os pais de teus pais , desde o dia em que apareceram na terra até o dia de hoje
  casa  /  14 utensílio ouro prata casa deus nabucodonosor tomado templo jerusalém levado templo babilônio rei siro templo babilônio entregue homem cujo nome sesbazar constituído governador  /  2  /  14 e até os utensílios de ouro e de prata da casa de deus , que nabucodonosor tinha tomado do templo que estava em jerusalém e levado para o templo de babilônia , o rei siro os tirou do templo de babilônia , e eles foram entregues a um homem cujo nome era sesbazar , a quem ele tinha constituído governador
  casa  /  5 desde dia povo terra egito escolher cidade algum todo tribo israel edificar em+ela casa nome escolher homem algum chefe povo israel  /  2  /  5 desde o dia em que tirei o meu povo da terra do egito não escolhi cidade alguma de todas as tribos de israel , para edificar nela uma casa em que estivesse o meu nome , nem escolhi homem algum para ser chefe do meu povo israel
  casa  /  sobre cavalo carro liteira sobre mula sobre dromedário trazer santo monte jerusalém dizer senhor filho israel trazer oferta vaso limpo casa senhor  /  1  /  sobre cavalos , e em carros , e em liteiras , e sobre mulas , e sobre dromedários , os trarão ao meu santo monte , a jerusalém , diz o senhor , como os filhos de israel trazem as suas ofertas em vasos limpos à casa do senhor
  casa  /  8 porque senhor amar porque querer guardar juramento vosso pai mão forte resgatar casa servidão mão faraó rei egito  /  2  /  8 mas , porque o senhor vos amou , e porque quis guardar o juramento que fizera a vossos pais , foi que vos tirou com mão forte e vos resgatou da casa da servidão , da mão de faraó , rei do egito
  casa  /  digno dizer haver rogar ti por+os servo povo rã ti casa sorte ficar somente rio  /  2  /  digna-te dizer-me quando é que hei de rogar por ti , e pelos teus servos , e por teu povo , para tirar as rãs de ti , e das tuas casas , de sorte que fiquem somente no rio
  casa  /  29 todo oração todo súplica qualquer homem todo povo israel conhecer cada praga dor estender mão casa 30 ouvir céu lugar habitação perdoar dar cada conforme todo caminho segundo virar coração pois conhecer coração filho homem 31 temer andar caminho todo dia viver terra dar pai  /  4  /  29 toda oração e toda súplica que qualquer homem ou todo o teu povo israel fizer , conhecendo cada um a sua praga e a sua dor , e estendendo as suas mãos para esta casa , 30 ouve então do céu , lugar da tua habitação , e perdoa , e dá a cada um conforme todos os seus caminhos , segundo vires o seu coração ( pois tu , só tu conheces o coração dos filhos dos homens ) 31 para que te temam e andem nos teus caminhos todos os dias que viverem na terra que deste a nossos pais
  israel  /  crônico 28 1 ora davi convocar jerusalém todo chefe israel chefe tribo chefe turma servir rei chefe mil chefe cem intendente todo bem possessão rei filho oficial homem valoroso valente  /  4  /  i crônicas 28 1 ora , davi convocou a jerusalém todos os chefes de israel , os chefes das tribos , os chefes das turmas que serviam o rei , os chefes de mil , e os chefes de cem , e os intendentes de todos os bens e possessões do rei e de seus filhos , como também os oficiais e os homens mais valorosos e valentes
  israel  /  pôr mão sobre egito exército povo filho israel terra egito grande juízo  /  1  /  e eu porei minha mão sobre o egito , e tirarei os meus exércitos , o meu povo , os filhos de israel , da terra do egito , com grandes juízos
  israel  /  35 céu fechar haver chuva pecado contra ti orar voltado lugar confessar nome converter pecado afligir 36 ouvir céu perdoar pecado servo povo israel ensinando bom caminho dever andar  /  1  /  35 quando o céu se fechar e não houver chuva , por terem pecado contra ti , e orarem , voltados para este lugar , e confessarem o teu nome , e se converterem dos seus pecados , quando tu os afligires , 36 ouve então do céu , e perdoa o pecado dos teus servos e do teu povo israel , ensinando-lhes o bom caminho em que devem andar
  israel  /  31 verdade cidade desde dia edificar dia hoje provocado ira furor sorte remover diante mim 32 causa todo maldade filho israel filho judá provocar ira rei príncipe sacerdote profeta homem judá morador jerusalém  /  2  /  31 na verdade esta cidade , desde o dia em que a edificaram e até o dia de hoje , tem provocado a minha ira e o meu furor , de sorte que eu a removerei de diante de mim , 32 por causa de toda a maldade dos filhos de israel e dos filhos de judá , que fizeram para me provocarem à ira , eles e os seus reis , os seus príncipes , os seus sacerdotes e os seus profetas , como também os homens de judá e os moradores de jerusalém
  israel  /  5 pois homem justo proceder retidão justiça 6 comer sobre monte levantar olhar ídolo casa israel contaminar mulher próximo chegar mulher separação  /  1  /  5 sendo pois o homem justo , e procedendo com retidão e justiça , 6 não comendo sobre os montes , nem levantando os seus olhes para os ídolos da casa de israel , nem contaminando a mulher do seu próximo , nem se chegando à mulher na sua separação
  israel  /  4 ora andar perante mim andar davi pai inteireza coração eqüidade conforme tudo ordenar guardar estatuto ordenança 5 confirmar trono reino sobre israel sempre prometer pai davi dizer  /  4  /  4 ora , se tu andares perante mim como andou davi , teu pai , com inteireza de coração e com eqüidade , fazendo conforme tudo o que te ordenei , e guardando os meus estatutos e as minhas ordenanças , 5 então confirmarei o trono de teu reino sobre israel para sempre , como prometi a teu pai davi , dizendo
  israel  /  porquanto exaltar meio povo constituir príncipe sobre povo israel 8 rasgar reino casa davi dar ti  /  2  /  porquanto te exaltei do meio do povo , e te constituí príncipe sobre o meu povo de israel , 8 e rasguei o reino da casa de davi , e o dei a ti
  israel  /  orar voltado lugar confessar nome converter pecado afligir 27 ouvir céu perdoar pecado servo povo israel ensinando bom caminho dever andar enviar chuva sobre terra dar povo herança  /  1  /  se orarem , voltados para este lugar , e confessarem o teu nome , e se converterem dos seus pecados , quando tu os afligires , 27 ouve então do céu , e perdoa o pecado dos teus servos , e do teu povo israel , ensinando-lhes o bom caminho , em que devem andar , envia chuva sobre a tua terra , que deste ao teu povo em herança
  israel  /  5 desde dia povo terra egito escolher cidade algum todo tribo israel edificar em+ela casa nome escolher homem algum chefe povo israel  /  2  /  5 desde o dia em que tirei o meu povo da terra do egito não escolhi cidade alguma de todas as tribos de israel , para edificar nela uma casa em que estivesse o meu nome , nem escolhi homem algum para ser chefe do meu povo israel
  israel  /  10 designar lugar povo israel plantar ali habitar lugar perturbado nunca filho iniqüidade afligir dantes 11 desde dia ordenar haver juiz sobre povo israel  /  2  /  10 também designarei lugar para o meu povo , para israel , e o plantarei ali , para que ele habite no seu lugar , e não mais seja perturbado , e nunca mais os filhos da iniqüidade o aflijam , como dantes , 11 e como desde o dia em que ordenei que houvesse juízes sobre o meu povo israel
  israel  /  20 filho rúben primogênito israel geração família segundo casa pai conforme número nome cabeça cabeça todo homem vinte ano cima todo poder sair guerra 21 contado tribo rúben quarenta seis mil quinhentos  /  1  /  20 os filhos de rúben o primogênito de israel , as suas gerações , pelas suas famílias , segundo as casas de seus pais , conforme o número dos nomes , cabeça por cabeça , todo homem de vinte anos para cima , todos os que podiam sair à guerra , 21 os que foram contados deles , da tribo de rúben eram quarenta e seis mil e quinhentos
  israel  /  nação haver rei semelhante amado deus deus constituir rei sobre todo israel  /  1  /  entre muitas nações não havia rei semelhante a ele , e ele era amado de seu deus , e deus o constituiu rei sobre todo o israel
  israel  /  porque judá escolher príncipe casa judá casa pai filho pai agradar mim rei sobre todo israel  /  1  /  porque a judá escolheu por príncipe , e na casa de judá a casa de meu pai , e entre os filhos de meu pai se agradou de mim para me fazer rei sobre todo o israel
  israel  /  ezequiel 40 1 ano vinte cinco cativeiro princípio ano décimo dia mês ano catorze cidade conquistado dia veio sobre mim mão senhor 2 visão deus levar terra israel pôr sobre monte alto sobre haver edifício cidade banda sul  /  11  /  ezequiel 40 1 no ano vinte e cinco do nosso cativeiro , no princípio do ano , no décimo dia do mês , no ano catorze depois que a cidade foi conquistada , naquele mesmo dia veio sobre mim a mão do senhor , 2 e em visões de deus me levou à terra de israel , e me pôs sobre um monte muito alto , sobre o qual havia como que um edifício de cidade para a banda do sul
  israel  /  29 todo oração todo súplica qualquer homem todo povo israel conhecer cada praga dor estender mão casa 30 ouvir céu lugar habitação perdoar dar cada conforme todo caminho segundo virar coração pois conhecer coração filho homem 31 temer andar caminho todo dia viver terra dar pai  /  5  /  29 toda oração e toda súplica que qualquer homem ou todo o teu povo israel fizer , conhecendo cada um a sua praga e a sua dor , e estendendo as suas mãos para esta casa , 30 ouve então do céu , lugar da tua habitação , e perdoa , e dá a cada um conforme todos os seus caminhos , segundo vires o seu coração ( pois tu , só tu conheces o coração dos filhos dos homens ) 31 para que te temam e andem nos teus caminhos todos os dias que viverem na terra que deste a nossos pais
  israel  /  40 pois santo monte monte alto israel dizer senhor deus ali servir todo casa israel todo terra  /  1  /  40 pois no meu santo monte , no monte alto de israel , diz o senhor deus , ali me servirá toda a casa de israel , toda ela , na terra
  israel  /  10 vigésimo terceiro dia sétimo mês despedir povo tenda alegre bom ânimo bem senhor feito davi salomão povo israel  /  1  /  10 e , no vigésimo terceiro dia do sétimo , mês , ele despediu o povo para as suas tendas , alegre e de bom ânimo pelo bem que o senhor tinha feito a davi e a salomão , e a seu povo israel
  israel  /  31 eis dia vir dizer senhor pacto novo casa israel casa judá 32 conforme pacto pai dia tomar mão terra egito pacto invalidar apesar haver desposado dizer senhor  /  4  /  31 eis que os dias vêm , diz o senhor , em que farei um pacto novo com a casa de israel e com a casa de judá , 32 não conforme o pacto que fiz com seus pais , no dia em que os tomei pela mão , para os tirar da terra do egito , esse meu pacto que eles invalidaram , apesar de eu os haver desposado , diz o senhor
  israel  /  parede existir rebocar saber 16 profeta israel profetizar acerca jerusalém ver visão paz haver paz dizer senhor deus  /  1  /  a parede já não existe , nem aqueles que a rebocaram , a saber , 16 os profetas de israel , que profetizam acerca de jerusalém , e vêem para ela visão de paz , não havendo paz , diz o senhor deus
  israel  /  22 quer fossar dois dia quer mês quer tempo nuvem deter sobre tabernáculo enquanto ficar sobre filho israel permanecer acampar partir  /  1  /  22 quer fosse por dois dias , quer por um mês , quer por mais tempo , que a nuvem se detinha sobre o tabernáculo , enquanto ficava sobre ele os filhos de israel permaneciam acampados , e não partiam
  israel  /  sobre cavalo carro liteira sobre mula sobre dromedário trazer santo monte jerusalém dizer senhor filho israel trazer oferta vaso limpo casa senhor  /  1  /  sobre cavalos , e em carros , e em liteiras , e sobre mulas , e sobre dromedários , os trarão ao meu santo monte , a jerusalém , diz o senhor , como os filhos de israel trazem as suas ofertas em vasos limpos à casa do senhor
  israel  /  2 prevalecer pois mão midiã sobre israel causa midiã filho israel si covo monte caverna fortaleza  /  1  /  2 prevalecia , pois , a mão de midiã sobre israel e , por causa de midiã , fizeram os filhos de israel para si as covas que estão nos montes , as cavernas e as fortalezas
  povo  /  11 porque graça deus manifestar trazer salvação todo homem 12 ensinando renunciar impiedade paixão mundano vivar presente mundo sóbrio justo piamente 13 aguardar bem aventurar esperança aparecimento glória grande deus salvador cristo jesus 14 dar si nó remir todo iniqüidade purificar si povo todo zeloso bom obra  /  1  /  11 porque a graça de deus se manifestou , trazendo salvação a todos os homens , 12 ensinando-nos , para que , renunciando à impiedade e às paixões mundanas , vivamos no presente mundo sóbria , e justa , e piamente , 13 aguardando a bem-aventurada esperança e o aparecimento da glória do nosso grande deus e salvador cristo jesus , 14 que se deu a si mesmo por nós para nos remir de toda a iniqüidade , e purificar para si um povo todo seu , zeloso de boas obras
  povo  /  5 acabado dia dar rei banquete todo povo achar susã capital tanto grande pequeno sete dia pátio jardim palácio real  /  1  /  5 e , acabado aqueles dias , deu o rei um banquete a todo povo que se achava em susã , a capital , tanto a grandes como a pequenos , por sete dias , no pátio do jardim do palácio real
  povo  /  12 chamado secretário rei primeiro mês dia treze conforme tudo hamã ordenar escrever sátrapa rei governador haver sobre todo província príncipe todo povo  /  1  /  12 então foram chamados os secretários do rei no primeiro mês , no dia treze do mesmo e , conforme tudo , quando hamã ordenou , se escreveu aos sátrapas do rei , e aos governadores que havia sobre todas as províncias , e aos príncipes de todos os povos
  povo  /  ato 10 1 homem cesaréia nome cornélio centurião corte chamado italiano 2 piedoso temente deus todo casa esmola povo contínuo orar deus 3 cerca hora nono dia ver claramente visão anjo deus dirigir dizer  /  4  /  atos 10 1 um homem em cesaréia , por nome cornélio , centurião da corte chamada italiana , 2 piedoso e temente a deus com toda a sua casa , e que fazia muitas esmolas ao povo e de contínuo orava a deus , 3 cerca da hora nona do dia , viu claramente em visão um anjo de deus , que se dirigia para ele e lhe dizia
  povo  /  miquéias 4 1 último dia acontecer monte casa senhor estabelecido alto monte exalçar sobre outeiro concorrer povo  /  1  /  miquéias 4 1 mas nos últimos dias acontecerá que o monte da casa do senhor será estabelecido como o mais alto dos montes , e se exalçará sobre os outeiros , e a ele concorram os povos
  povo  /  35 céu fechar haver chuva pecado contra ti orar voltado lugar confessar nome converter pecado afligir 36 ouvir céu perdoar pecado servo povo israel ensinando bom caminho dever andar  /  1  /  35 quando o céu se fechar e não houver chuva , por terem pecado contra ti , e orarem , voltados para este lugar , e confessarem o teu nome , e se converterem dos seus pecados , quando tu os afligires , 36 ouve então do céu , e perdoa o pecado dos teus servos e do teu povo israel , ensinando-lhes o bom caminho em que devem andar
  povo  /  morra homem visto assim enfraquecer mão homem guerra restar cidade mão todo povo dizer tal palavra  /  1  /  morra este homem , visto que ele assim enfraquece as mãos dos homens de guerra que restam nesta cidade , e as mãos de todo o povo , dizendo-lhes tais palavras
  povo  /  jeremias 28 1 suceder ano princípio reinado zedequias rei judá ano quarto mês quinto hananias filho azur profeta gibeão falar casa senhor presença sacerdote todo povo dizer  /  1  /  jeremias 28 1 e sucedeu no mesmo ano , no princípio do reinado de zedequias , rei de judá , no ano quarto , no mês quinto , que hananias , filho de azur , o profeta de gibeão , me falou , na casa do senhor , na presença dos sacerdotes e de todo o povo dizendo
  povo  /  21 além procurar todo povo homem capacidade temente deus homem veraz aborrecer avareza pôr sobre chefe mil chefe cem chefe cinqüenta chefe dez  /  8  /  21 além disto procurarás dentre todo o povo homens de capacidade , tementes a deus , homens verazes , que aborreçam a avareza , e os porás sobre eles por chefes de mil , chefes de cem , chefes de cinqüenta e chefes de dez
  povo  /  19 pouco número sim mui pouco estrangeiro terra 20 andar nação nação reino outro povo 21 ninguém permitir oprimir amor reprendeu rei 22 dizer  /  1  /  19 quando eram poucos em número , sim , mui poucos , e estrangeiros na terra , 20 andando de nação em nação , e dum reino para outro povo , 21 a ninguém permitiu que os oprimisse , e por amor deles reprendeu reis , 22 dizendo
  povo  /  10 designar lugar povo israel plantar ali habitar lugar perturbado nunca filho iniqüidade afligir dantes 11 desde dia ordenar haver juiz sobre povo israel  /  2  /  10 também designarei lugar para o meu povo , para israel , e o plantarei ali , para que ele habite no seu lugar , e não mais seja perturbado , e nunca mais os filhos da iniqüidade o aflijam , como dantes , 11 e como desde o dia em que ordenei que houvesse juízes sobre o meu povo israel
  povo  /  7 dizer senhor entregar zedequias rei judá servo povo cidade restar peste espada fome sim entregá-los-ei mão nabucodonosor rei babilônio mão inimigo mão procurar vida  /  2  /  7 e depois disso , diz o senhor , entregarei zedequias , rei de judá , e seus servos , e o povo , e os que desta cidade restarem da peste , e da espada , e da fome , sim entregá-los-ei na mão de nabucodonosor , rei de babilônia , e na mão de seus inimigos , e na mão dos que procuram tirar-lhes a vida
  povo  /  10 sétimo dia rei coração alegre vinho mandar meumã bizta harbona bigta abagta zétar carcás sete eunuco servir presença rei assuero 11 introduzir presença rei rainho vasti coroa real mostrar povo príncipe formosura pois formoso  /  1  /  10 ao sétimo dia , o rei , estando já o seu coração alegre do vinho , mandou a meumã , bizta , harbona , bigta , abagta , zétar e carcás , os sete eunucos que serviam na presença do rei assuero , 11 que introduzissem à presença do rei a rainha vasti , com a coroa real , para mostrar aos povos e aos príncipes a sua formosura , pois era formosíssima
  povo  /  34 nó sacerdote levita povo lançar sorte acerca oferta lenha haver trazer casa deus segundo casa paterno tempo determinado ano ano queimar sobre altar senhor deus escrito lei  /  2  /  34 e nós , os sacerdotes , os levitas e o povo lançamos sortes acerca da oferta da lenha que havíamos de trazer à casa do nosso deus , segundo as nossas casas paternas , a tempos determinados , de ano em ano , para se queimar sobre o altar do senhor nosso deus , como está escrito na lei
  povo  /  pôr mão sobre egito exército povo filho israel terra egito grande juízo  /  1  /  e eu porei minha mão sobre o egito , e tirarei os meus exércitos , o meu povo , os filhos de israel , da terra do egito , com grandes juízos
  povo  /  38 outro companhia dar graça esquerdo seguir dois povo sobre muro passar torre forno muralha largo 39 seguir cima porta efraim porta velho porta peixe torre hananel torre cem porta ovelha  /  1  /  38 a outra companhia dos que davam graças foi para a esquerda , seguindo-os eu com a metade do povo , sobre o muro , passando pela torre dos fornos até a muralha larga , 39 e seguindo por cima da porta de efraim , e da porta velha , e da porta dos peixes , e pela torre de hananel , e a torre dos cem até a porta das ovelhas
  povo  /  jeremias 29 1 ora palavra carta jeremias profeta enviar jerusalém restar ancião cativeiro sacerdote profeta todo povo nabucodonosor levar cativo jerusalém babilônio 2 saído jerusalém rei jeconias rainha-mãe eunuco príncipe judá jerusalém artífice ferreiro  /  1  /  jeremias 29 1 ora , são estas as palavras da carta que jeremias , o profeta , enviou de jerusalém , aos que restavam dos anciãos do cativeiro , como também aos sacerdotes , e aos profetas , e a todo o povo , que nabucodonosor levara cativos de jerusalém para babilônia , 2 depois de terem saído de jerusalém o rei jeconias , e a rainha-mãe , e os eunucos , e os príncipes de judá e jerusalém e os artífices e os ferreiros
  povo  /  19 príncipe judá príncipe jerusalém eunuco sacerdote todo povo terra passar meio porção bezerro 20 entregá-los-ei dizer mão inimigo mão procurar morte  /  2  /  19 os príncipes de judá , os príncipes de jerusalém , os eunucos , os sacerdotes , e todo o povo da terra , os mesmos que passaram pelo meio das porções do bezerro , 20 entregá-los-ei , digo , na mão de seus inimigos , e na mão dos que procuram a sua morte
  povo  /  15 ora povo expectativa arrazoar todo coração respeito joão porventura cristo 16 responder joão todo dizer  /  1  /  15 ora , estando o povo em expectativa e arrazoando todos em seus corações a respeito de joão , se porventura seria ele o cristo , 16 respondeu joão a todos , dizendo
  povo  /  8 jeremias acabado dizer tudo quantum senhor haver ordenado dizer todo povo pegar nele sacerdote profeta todo povo dizer  /  1  /  8 tendo jeremias acabado de dizer tudo quanto o senhor lhe havia ordenado que dissesse a todo o povo , pegaram nele os sacerdotes , e os profetas , e todo o povo , dizendo
  povo  /  11 carta rei conceder judeu haver cada cidade reunir dispor defender vida destruir matar esterminarem todo força povo província querer assaltar juntamente pequenino mulher saquear bem 12 dia todo província rei assuero dia treze duodécimo mês mês adar  /  1  /  11 nestas cartas o rei concedia aos judeus que havia em cada cidade que se reunissem e se dispusessem para defenderem as suas vidas , e para destruírem , matarem e esterminarem todas as forças do povo e da província que os quisessem assaltar , juntamente com os seus pequeninos e as suas mulheres , e que saqueassem os seus bens , 12 num mesmo dia , em todas as províncias do rei assuero , do dia treze do duodécimo mês , que é o mês de adar
  povo  /  32 agora pois ó deus deus grande poderoso temível guarda pacto beneficência pouco conta todo aflição alcançar nó rei príncipe sacerdote profeta pai todo povo desde dia rei assírio dia hoje  /  3  /  32 agora , pois , ó nosso deus , deus grande , poderoso e temível , que guardas o pacto e a beneficência , não tenhas em pouca conta toda a aflição que nos alcançou a nós , a nossos reis , a nossos príncipes , a nossos sacerdotes , a nossos profetas , a nossos pais e a todo o teu povo , desde os dias dos reis da assíria até o dia de hoje
  povo  /  28 resto povo sacerdote porteiro cantor netinins todo separado povo outro terra seguir lei deus mulher filho filho todo conhecimento entendimento 29 aderir irmão nobre convir juramento sob pena maldição andar lei deus dado intermédio moisés servo deus guardar cumprir todo mandamento senhor senhor juízo estatuto  /  1  /  28 e o resto do povo , os sacerdotes , os porteiros , os cantores , os netinins , e todos os que se tinham separado dos povos de outras terras para seguir a lei de deus , suas mulheres , seus filhos e suas filhas , todos os que tinham conhecimento e entendimento , 29 aderiram a seus irmãos , os seus nobres , e convieram num juramento sob pena de maldição de que andariam na lei de deus , a qual foi dada por intermédio de moisés , servo de deus , e de que guardariam e cumpririam todos os mandamentos do senhor , nosso senhor , e os seus juízos e os seus estatutos
  povo  /  11 todo servo rei povo província rei bem saber todo homem mulher entrar presença rei pátio interior chamado senão sentença morte menos rei estender cetro ouro vivo  /  1  /  11 todos os servos do rei , e o povo das províncias do rei , bem sabem que , para todo homem ou mulher que entrar à presença do rei no pátio interior sem ser chamado , não há senão uma sentença , a de morte , a menos que o rei estenda para ele o cetro de ouro , para que viva
  pai  /  72 usar misericórdia pai lembrar santo pacto 73 juramento abrão pai 74 conceder libertado mão inimigo servir temor 75 santidade justiça perante todo dia vida  /  1  /  72 para usar de misericórdia com nossos pais , e lembrar-se do seu santo pacto 73 e do juramento que fez a abrão , nosso pai , 74 de conceder-nos que , libertados da mão de nossos inimigos , o servíssemos sem temor , 75 em santidade e justiça perante ele , todos os dias da nossa vida
  pai  /  31 eis dia vir dizer senhor pacto novo casa israel casa judá 32 conforme pacto pai dia tomar mão terra egito pacto invalidar apesar haver desposado dizer senhor  /  11  /  31 eis que os dias vêm , diz o senhor , em que farei um pacto novo com a casa de israel e com a casa de judá , 32 não conforme o pacto que fiz com seus pais , no dia em que os tomei pela mão , para os tirar da terra do egito , esse meu pacto que eles invalidaram , apesar de eu os haver desposado , diz o senhor
  pai  /  filho efraim geração família segundo casa pai conforme número nome vinte ano cima todo poder sair guerra 33 contado tribo efraim quarenta mil quinhentos  /  1  /  dos filhos de efraim , as suas gerações , pelas suas famílias , segundo as casas de seus pais , conforme o número dos nomes dos de vinte anos para cima , todos os que podiam sair à guerra , 33 os que foram contados deles , da tribo de efraim , eram quarenta mil e quinhentos
  pai  /  17 senhor vir sobre ti sobre povo sobre casa pai dia tal nunca vir desde dia efraim separar judá vir rei assírio  /  1  /  17 mas o senhor fará vir sobre ti , e sobre o teu povo e sobre a casa de teu pai , dias tais , quais nunca vieram , desde o dia em que efraim se separou de judá , isto é , fará vir o rei da assíria
